raDATE,T10YCM,USREC,3MTYSMR,3MBER,SPREAD,CPIAUCSL,INDPRO,FEDFUNDS
1954-07,2.3,0,0.72,0.731331022,1.568668978,26.86,18.6372,0.8
1954-08,2.36,0,0.92,0.934952061,1.425047939,26.85,18.6095,1.22
1954-09,2.38,0,1.01,1.026648869,1.353351131,26.81,18.6372,1.06
1954-10,2.43,0,0.98,0.996078619,1.433921381,26.72,18.8588,0.85
1954-11,2.48,0,0.93,0.94513853,1.53486147,26.78,19.1634,0.83
1954-12,2.51,0,1.15,1.16937152,1.34062848,26.77,19.4126,1.28
1955-01,2.61,0,1.22,1.240770844,1.369229156,26.77,19.8557,1.39
1955-02,2.65,0,1.17,1.189768741,1.460231259,26.82,20.105,1.29
1955-03,2.68,0,1.28,1.30199044,1.37800956,26.79,20.5757,1.35
1955-04,2.75,0,1.59,1.618588711,1.131411289,26.79,20.825,1.43
1955-05,2.76,0,1.45,1.475547179,1.284452821,26.77,21.1573,1.43
1955-06,2.78,0,1.41,1.434696832,1.345303168,26.71,21.185,1.64
1955-07,2.9,0,1.6,1.628809853,1.271190147,26.76,21.3511,1.68
1955-08,2.97,0,1.9,1.935685556,1.034314444,26.72,21.3234,1.96
1955-09,2.97,0,2.07,2.109789473,0.860210527,26.85,21.4619,2.18
1955-10,2.88,0,2.23,2.273789447,0.606210553,26.82,21.8219,2.24
1955-11,2.89,0,2.24,2.284043875,0.605956125,26.88,21.8773,2.35
1955-12,2.96,0,2.54,2.59191934,0.36808066,26.87,21.9604,2.48
1956-01,2.9,0,2.41,2.458448957,0.441551043,26.83,22.0988,2.45
1956-02,2.84,0,2.32,2.366098073,0.473901927,26.86,21.905,2.5
1956-03,2.96,0,2.25,2.294298825,0.665701175,26.89,21.905,2.5
1956-04,3.18,0,2.6,2.653550837,0.526449163,26.93,22.0712,2.62
1956-05,3.07,0,2.61,2.663824583,0.406175417,27.03,21.8773,2.75
1956-06,3,0,2.49,2.54057413,0.45942587,27.15,21.6835,2.71
1956-07,3.11,0,2.31,2.355839473,0.754160527,27.29,21.0188,2.75
1956-08,3.33,0,2.6,2.653550837,0.676449163,27.31,21.8773,2.73
1956-09,3.38,0,2.84,2.900265126,0.479734874,27.35,22.3758,2.95
1956-10,3.34,0,2.9,2.961990816,0.378009184,27.51,22.5696,2.96
1956-11,3.49,0,2.99,3.054614726,0.435385274,27.51,22.3758,2.88
1956-12,3.59,0,3.21,3.281207599,0.308792401,27.63,22.7081,2.94
1957-01,3.46,0,3.11,3.178179348,0.281820652,27.67,22.625,2.84
1957-02,3.34,0,3.1,3.167879411,0.172120589,27.8,22.8466,3
1957-03,3.41,0,3.08,3.14728111,0.26271889,27.86,22.8189,2.96
1957-04,3.48,0,3.07,3.136982746,0.343017254,27.93,22.5142,3
1957-05,3.6,0,3.06,3.126684908,0.473315092,28,22.4312,3
1957-06,3.8,0,3.29,3.363668016,0.436331984,28.11,22.4866,3
1957-07,3.93,0,3.16,3.22968691,0.70031309,28.19,22.625,2.99
1957-08,3.93,0,3.37,3.44616207,0.48383793,28.28,22.625,3.24
1957-09,3.92,1,3.53,3.611251173,0.308748827,28.32,22.4312,3.47
1957-10,3.97,1,3.58,3.662869153,0.307130847,28.32,22.0988,3.5
1957-11,3.72,1,3.31,3.384288375,0.335711625,28.41,21.5727,3.28
1957-12,3.21,1,3.04,3.106090804,0.103909196,28.47,21.1573,2.98
1958-01,3.09,1,2.44,2.48924198,0.60075802,28.64,20.7696,2.72
1958-02,3.05,1,1.53,1.557272752,1.492727248,28.7,20.3265,1.67
1958-03,2.98,1,1.3,1.322401113,1.657598887,28.87,20.0773,1.2
1958-04,2.88,1,1.13,1.148976368,1.731023632,28.94,19.745,1.26
1958-05,2.92,0,0.91,0.924766108,1.995233892,28.94,19.9388,0.63
1958-06,2.97,0,0.83,0.843297062,2.126702938,28.91,20.465,0.93
1958-07,3.2,0,0.91,0.924766108,2.275233892,28.89,20.7696,0.68
1958-08,3.54,0,1.69,1.720823485,1.819176515,28.94,21.185,1.53
1958-09,3.76,0,2.44,2.48924198,1.27075802,28.91,21.3788,1.76
1958-10,3.8,0,2.63,2.684373643,1.115626357,28.91,21.6281,1.8
1958-11,3.74,0,2.67,2.725478039,1.014521961,28.95,22.265,2.27
1958-12,3.86,0,2.77,2.828275651,1.031724349,28.97,22.2927,2.42
1959-01,4.02,0,2.82,2.879694086,1.140305914,29.01,22.625,2.48
1959-02,3.96,0,2.7,2.756311828,1.203688172,29,23.0681,2.43
1959-03,3.99,0,2.8,2.859125141,1.130874859,28.97,23.4004,2.8
1959-04,4.12,0,2.95,3.013443302,1.106556698,28.98,23.8989,2.96
1959-05,4.31,0,2.84,2.900265126,1.409734874,29.04,24.2589,2.9
1959-06,4.34,0,3.21,3.281207599,1.058792401,29.11,24.2866,3.39
1959-07,4.4,0,3.2,3.270902411,1.129097589,29.15,23.705,3.47
1959-08,4.43,0,3.38,3.456476193,0.973523807,29.18,22.9019,3.5
1959-09,4.68,0,4.04,4.138373097,0.541626903,29.25,22.8743,3.76
1959-10,4.53,0,4.05,4.148722547,0.381277453,29.35,22.7081,3.98
1959-11,4.53,0,4.15,4.252246132,0.277753868,29.35,22.8466,4
1959-12,4.69,0,4.49,4.604622295,0.085377705,29.41,24.2589,3.99
1960-01,4.72,0,4.35,4.459452058,0.260547942,29.37,24.8958,3.99
1960-02,4.49,0,3.96,4.055596521,0.434403479,29.41,24.6743,3.97
1960-03,4.25,0,3.31,3.384288375,0.865711625,29.41,24.4528,3.84
1960-04,4.28,0,3.23,3.301819551,0.978180449,29.54,24.2589,3.92
1960-05,4.35,1,3.29,3.363668016,0.986331984,29.57,24.2312,3.85
1960-06,4.15,1,2.46,2.509773273,1.640226727,29.61,23.9266,3.32
1960-07,3.9,1,2.3,2.345581394,1.554418606,29.55,23.8435,3.23
1960-08,3.8,1,2.3,2.345581394,1.454418606,29.61,23.8158,2.98
1960-09,3.8,1,2.48,2.530306656,1.269693344,29.61,23.5666,2.6
1960-10,3.89,1,2.3,2.345581394,1.544418606,29.75,23.5389,2.47
1960-11,3.93,1,2.37,2.417398901,1.512601099,29.78,23.2066,2.44
1960-12,3.84,1,2.25,2.294298825,1.545701175,29.81,22.7635,1.98
1961-01,3.84,1,2.24,2.284043875,1.555956125,29.84,22.7912,1.45
1961-02,3.78,1,2.42,2.468712776,1.311287224,29.84,22.7635,2.54
1961-03,3.74,0,2.39,2.437922885,1.302077115,29.84,22.902,2.02
1961-04,3.78,0,2.29,2.335323837,1.444676163,29.81,23.3727,1.49
1961-05,3.71,0,2.29,2.335323837,1.374676163,29.84,23.7327,1.98
1961-06,3.88,0,2.33,2.376357195,1.503642805,29.84,24.065,1.73
1961-07,3.92,0,2.24,2.284043875,1.635956125,29.92,24.342,1.17
1961-08,4.04,0,2.39,2.437922885,1.602077115,29.94,24.5635,2
1961-09,3.98,0,2.28,2.325066802,1.654933198,29.98,24.5358,1.88
1961-10,3.92,0,2.3,2.345581394,1.574418606,29.98,25.0066,2.26
1961-11,3.94,0,2.48,2.530306656,1.409693344,29.98,25.3943,2.61
1961-12,4.06,0,2.6,2.653550837,1.406449163,30.01,25.6158,2.33
1962-01,4.08,0,2.72,2.776870304,1.303129696,30.04,25.3943,2.15
1962-02,4.04,0,2.73,2.787150327,1.252849673,30.11,25.8097,2.37
1962-03,3.93,0,2.72,2.776870304,1.153129696,30.17,25.9482,2.85
1962-04,3.84,0,2.73,2.787150327,1.052849673,30.21,26.0035,2.78
1962-05,3.87,0,2.69,2.746033375,1.123966625,30.24,25.9758,2.36
1962-06,3.91,0,2.73,2.787150327,1.122849673,30.21,25.9205,2.68
1962-07,4.01,0,2.92,2.982570238,1.027429762,30.22,26.1697,2.71
1962-08,3.98,0,2.82,2.879694086,1.100305914,30.28,26.1974,2.93
1962-09,3.98,0,2.78,2.838558291,1.141441709,30.42,26.3635,2.9
1962-10,3.93,0,2.74,2.797430873,1.132569127,30.38,26.3912,2.9
1962-11,3.92,0,2.83,2.889979344,1.030020656,30.38,26.502,2.94
1962-12,3.86,0,2.87,2.931125613,0.928874387,30.38,26.502,2.93
1963-01,3.83,0,2.91,2.972280265,0.857719735,30.44,26.6958,2.92
1963-02,3.92,0,2.92,2.982570238,0.937429762,30.48,27.0005,3
1963-03,3.93,0,2.89,2.951701891,0.978298109,30.51,27.1666,2.98
1963-04,3.97,0,2.9,2.961990816,1.008009184,30.48,27.4159,2.9
1963-05,3.93,0,2.93,2.992860735,0.937139265,30.51,27.7482,3
1963-06,3.99,0,2.99,3.054614726,0.935385274,30.61,27.8313,2.99
1963-07,4.02,0,3.18,3.25029361,0.76970639,30.69,27.7205,3.02
1963-08,4,0,3.32,3.394599343,0.605400657,30.75,27.7759,3.49
1963-09,4.08,0,3.38,3.456476193,0.623523807,30.72,28.0528,3.48
1963-10,4.11,0,3.45,3.528689782,0.581310218,30.75,28.2466,3.5
1963-11,4.12,0,3.52,3.600929156,0.519070844,30.78,28.3851,3.48
1963-12,4.13,0,3.52,3.600929156,0.529070844,30.88,28.3297,3.38
1964-01,4.17,0,3.52,3.600929156,0.569070844,30.94,28.579,3.48
1964-02,4.15,0,3.53,3.611251173,0.538748827,30.91,28.7728,3.48
1964-03,4.22,0,3.54,3.621573715,0.598426285,30.94,28.7728,3.43
1964-04,4.23,0,3.47,3.549326972,0.680673028,30.95,29.2436,3.47
1964-05,4.2,0,3.48,3.559646356,0.640353644,30.98,29.4098,3.5
1964-06,4.17,0,3.48,3.559646356,0.610353644,31.01,29.4928,3.5
1964-07,4.19,0,3.46,3.539008114,0.650991886,31.02,29.6867,3.42
1964-08,4.19,0,3.5,3.580286703,0.609713297,31.05,29.8805,3.5
1964-09,4.2,0,3.53,3.611251173,0.588748827,31.08,29.9913,3.45
1964-10,4.19,0,3.57,3.652544504,0.537455496,31.12,29.5759,3.36
1964-11,4.15,0,3.64,3.724828113,0.425171887,31.21,30.4898,3.52
1964-12,4.18,0,3.84,3.931495045,0.248504955,31.25,30.8498,3.85
1965-01,4.19,0,3.81,3.900481554,0.289518446,31.28,31.1821,3.9
1965-02,4.21,0,3.93,4.024564023,0.185435977,31.28,31.376,3.98
1965-03,4.21,0,3.93,4.024564023,0.185435977,31.31,31.7913,4.04
1965-04,4.2,0,3.93,4.024564023,0.175435977,31.38,31.9298,4.09
1965-05,4.21,0,3.89,3.983194753,0.226805247,31.48,32.179,4.1
1965-06,4.21,0,3.8,3.89014478,0.31985522,31.61,32.4283,4.04
1965-07,4.2,0,3.84,3.931495045,0.268504955,31.58,32.7329,4.09
1965-08,4.25,0,3.84,3.931495045,0.318504955,31.55,32.8713,4.12
1965-09,4.29,0,3.92,4.014220913,0.275779087,31.62,32.9544,4.01
1965-10,4.35,0,4.03,4.128024175,0.221975825,31.65,33.2868,4.08
1965-11,4.45,0,4.09,4.190125635,0.259874365,31.75,33.4252,4.1
1965-12,4.62,0,4.38,4.49055122,0.12944878,31.85,33.8406,4.32
1966-01,4.61,0,4.59,4.708378967,-0.098378967,31.88,34.1729,4.42
1966-02,4.83,0,4.65,4.770658448,0.059341552,32.08,34.3945,4.6
1966-03,4.87,0,4.59,4.708378967,0.161621033,32.18,34.8652,4.65
1966-04,4.75,0,4.62,4.739516318,0.010483682,32.28,34.9206,4.67
1966-05,4.78,0,4.64,4.760277207,0.019722793,32.35,35.2529,4.9
1966-06,4.81,0,4.5,4.614995575,0.195004425,32.38,35.4191,5.17
1966-07,5.02,0,4.8,4.926440815,0.093559185,32.45,35.6129,5.3
1966-08,5.22,0,4.96,5.092740538,0.127259462,32.65,35.6406,5.53
1966-09,5.18,0,5.37,5.519506028,-0.339506028,32.75,35.9729,5.4
1966-10,5.01,0,5.35,5.498667395,-0.488667395,32.85,36.2221,5.53
1966-11,5.16,0,5.32,5.46741345,-0.30741345,32.88,35.9729,5.76
1966-12,4.84,0,4.96,5.092740538,-0.252740538,32.92,36.056,5.4
1967-01,4.58,0,4.72,4.843342007,-0.263342007,32.9,36.2261,4.94
1967-02,4.63,0,4.56,4.677246393,-0.047246393,33,35.8152,5
1967-03,4.54,0,4.26,4.366183183,0.173816817,33,35.6133,4.53
1967-04,4.59,0,3.84,3.931495045,0.658504955,33.1,35.9492,4.05
1967-05,4.85,0,3.6,3.683520032,1.166479968,33.1,35.6356,3.94
1967-06,5.02,0,3.54,3.621573715,1.398426285,33.3,35.6311,3.98
1967-07,5.16,0,4.21,4.314385675,0.845614325,33.4,35.55,3.79
1967-08,5.28,0,4.27,4.376544272,0.903455728,33.5,36.2311,3.9
1967-09,5.3,0,4.42,4.532024188,0.767975812,33.6,36.1723,3.99
1967-10,5.48,0,4.56,4.677246393,0.802753607,33.7,36.4669,3.88
1967-11,5.75,0,4.73,4.853727498,0.896272502,33.9,36.9884,4.13
1967-12,5.7,0,4.97,5.103138794,0.596861206,34,37.3868,4.51
1968-01,5.53,0,5,5.134336756,0.395663244,34.1,37.3465,4.6
1968-02,5.56,0,4.98,5.113537582,0.446462418,34.2,37.4804,4.71
1968-03,5.74,0,5.17,5.311215769,0.428784231,34.3,37.5974,5.05
1968-04,5.64,0,5.38,5.529926146,0.110073854,34.4,37.6518,5.76
1968-05,5.87,0,5.66,5.82190642,0.04809358,34.5,38.0741,6.11
1968-06,5.72,0,5.52,5.675863887,0.044136113,34.7,38.214,6.07
1968-07,5.5,0,5.31,5.456996536,0.043003464,34.9,38.1554,6.02
1968-08,5.42,0,5.09,5.227959403,0.192040597,35,38.2619,6.03
1968-09,5.46,0,5.19,5.332035192,0.127964808,35.1,38.4068,5.78
1968-10,5.58,0,5.35,5.498667395,0.081332605,35.3,38.483,5.91
1968-11,5.7,0,5.45,5.602881925,0.097118075,35.4,38.9808,5.82
1968-12,6.03,0,5.96,6.135208096,-0.105208096,35.6,39.1039,6.02
1969-01,6.04,0,6.14,6.323420781,-0.283420781,35.7,39.3405,6.3
1969-02,6.19,0,6.12,6.30249967,-0.11249967,35.8,39.5922,6.61
1969-03,6.3,0,6.02,6.197926333,0.102073667,36.1,39.9027,6.79
1969-04,6.17,0,6.11,6.29203992,-0.12203992,36.3,39.7559,7.41
1969-05,6.32,0,6.04,6.218836706,0.101163294,36.4,39.6056,8.67
1969-06,6.57,0,6.44,6.637495496,-0.067495496,36.6,39.9925,8.9
1969-07,6.72,0,7,7.225065747,-0.505065747,36.8,40.2037,8.61
1969-08,6.69,0,6.98,7.204051936,-0.514051936,36.9,40.2961,9.19
1969-09,7.16,0,7.09,7.319654667,-0.159654667,37.1,40.287,9.15
1969-10,7.1,0,7,7.225065747,-0.125065747,37.3,40.2988,9
1969-11,7.14,0,7.24,7.477400289,-0.337400289,37.5,39.9189,8.85
1969-12,7.65,0,7.82,8.088498254,-0.438498254,37.7,39.8118,8.97
1970-01,7.79,1,7.87,8.14126471,-0.35126471,37.9,39.0746,8.98
1970-02,7.24,1,7.13,7.361708255,-0.121708255,38.1,39.0488,8.98
1970-03,7.07,1,6.63,6.836660059,0.233339941,38.3,38.9981,7.76
1970-04,7.39,1,6.51,6.710849284,0.679150716,38.5,38.8979,8.1
1970-05,7.91,1,6.84,7.057015803,0.852984197,38.6,38.8525,7.94
1970-06,7.84,1,6.68,6.889104128,0.950895872,38.8,38.7269,7.6
1970-07,7.46,1,6.45,6.647972993,0.812027007,38.9,38.8219,7.21
1970-08,7.53,1,6.41,6.606066236,0.923933764,39,38.7527,6.61
1970-09,7.39,1,6.12,6.30249967,1.08750033,39.2,38.4856,6.29
1970-10,7.33,1,5.91,6.082957652,1.247042348,39.4,37.7157,6.2
1970-11,6.84,1,5.28,5.425748997,1.414251003,39.6,37.4873,5.6
1970-12,6.39,0,4.87,4.999180186,1.390819814,39.8,38.3482,4.9
1971-01,6.24,0,4.44,4.552763853,1.687236147,39.9,38.6432,4.14
1971-02,6.11,0,3.7,3.786806044,2.323193956,39.9,38.5695,3.72
1971-03,5.7,0,3.38,3.456476193,2.243523807,40,38.5278,3.71
1971-04,5.83,0,3.86,3.952173345,1.877826655,40.1,38.7441,4.15
1971-05,6.39,0,4.14,4.241891393,2.148108607,40.3,38.9407,4.63
1971-06,6.52,0,4.75,4.874500074,1.645499926,40.5,39.104,4.91
1971-07,6.73,0,5.4,5.550767983,1.179232017,40.6,38.9905,5.31
1971-08,6.58,0,4.94,5.071945623,1.508054377,40.7,38.7642,5.56
1971-09,6.14,0,4.69,4.812188723,1.327811277,40.8,39.3942,5.55
1971-10,5.93,0,4.46,4.573505639,1.356494361,40.9,39.6891,5.2
1971-11,5.81,0,4.22,4.324744118,1.485255882,41,39.8576,4.91
1971-12,5.93,0,4.01,4.107327918,1.822672082,41.1,40.3177,4.14
1972-01,5.95,0,3.38,3.456476193,2.493523807,41.2,41.2876,3.5
1972-02,6.08,0,3.2,3.270902411,2.809097589,41.4,41.6865,3.29
1972-03,6.07,0,3.73,3.817802127,2.252197873,41.4,41.9746,3.83
1972-04,6.19,0,3.71,3.797137545,2.392862455,41.5,42.4183,4.17
1972-05,6.13,0,3.69,3.776475071,2.353524929,41.6,42.3963,4.27
1972-06,6.11,0,3.91,4.003878332,2.106121668,41.7,42.5166,4.46
1972-07,6.11,0,3.98,4.076287495,2.033712505,41.8,42.498,4.55
1972-08,6.21,0,4.02,4.117675782,2.092324218,41.9,43.0629,4.8
1972-09,6.55,0,4.66,4.78104022,1.76895978,42.1,43.3918,4.87
1972-10,6.48,0,4.74,4.86411352,1.61588648,42.2,43.9718,5.04
1972-11,6.28,0,4.78,4.905662924,1.374337076,42.4,44.4919,5.06
1972-12,6.36,0,5.07,5.207150641,1.152849359,42.5,45.0015,5.33
1973-01,6.46,0,5.41,5.561189703,0.898810297,42.7,45.2942,5.94
1973-02,6.64,0,5.6,5.759303924,0.880696076,43,45.9656,6.58
1973-03,6.71,0,6.09,6.271122031,0.438877969,43.4,45.9872,7.09
1973-04,6.67,0,6.26,6.448992587,0.221007413,43.7,45.9237,7.12
1973-05,6.85,0,6.36,6.553694902,0.296305098,43.9,46.2192,7.84
1973-06,6.9,0,7.19,7.424804877,-0.524804877,44.2,46.2509,8.49
1973-07,7.13,0,8.01,8.289083212,-1.159083212,44.2,46.4421,10.4
1973-08,7.4,0,8.67,8.987382647,-1.587382647,45,46.3648,10.5
1973-09,7.09,0,8.29,8.585040804,-1.495040804,45.2,46.7803,10.78
1973-10,6.79,0,7.22,7.456360499,-0.666360499,45.6,47.0954,10.01
1973-11,6.73,0,7.83,8.099050456,-1.369050456,45.9,47.3445,10.03
1973-12,6.74,1,7.45,7.698448986,-0.958448986,46.3,47.2315,9.95
1974-01,6.99,1,7.77,8.035745403,-1.045745403,46.8,46.8994,9.65
1974-02,6.96,1,7.12,7.351194046,-0.391194046,47.3,46.7538,8.97
1974-03,7.21,1,7.96,8.236278633,-1.026278633,47.8,46.7685,9.35
1974-04,7.51,1,8.33,8.627355395,-1.117355395,48.1,46.6069,10.51
1974-05,7.58,1,8.23,8.521585302,-0.941585302,48.6,46.9743,11.31
1974-06,7.54,1,7.9,8.172931116,-0.632931116,49,46.9233,11.93
1974-07,7.81,1,7.55,7.803794359,0.006205641,49.3,46.9464,12.92
1974-08,8.04,1,8.96,9.294965076,-1.254965076,49.9,46.4907,12.01
1974-09,8.04,1,8.06,8.341901417,-0.301901417,50.6,46.5136,11.34
1974-10,7.9,1,7.46,7.70898108,0.19101892,51,46.3401,10.06
1974-11,7.68,1,7.47,7.719513718,-0.039513718,51.5,44.8209,9.45
1974-12,7.43,1,7.15,7.382738296,0.047261704,51.9,43.234,8.53
1975-01,7.5,1,6.26,6.448992587,1.051007413,52.3,42.6409,7.13
1975-02,7.39,1,5.5,5.655009225,1.734990775,52.6,41.6602,6.24
1975-03,7.73,1,5.49,5.644582696,2.085417304,52.8,41.2135,5.54
1975-04,8.23,0,5.61,5.769736336,2.460263664,53,41.246,5.49
1975-05,8.06,0,5.23,5.373680437,2.686319563,53.1,41.1515,5.22
1975-06,7.86,0,5.34,5.488248879,2.371751121,53.5,41.4224,5.55
1975-07,8.06,0,6.13,6.312959957,1.747040043,54,41.8234,6.1
1975-08,8.4,0,6.44,6.637495496,1.762504504,54.2,42.2573,6.14
1975-09,8.43,0,6.42,6.616542118,1.813457882,54.6,42.7796,6.24
1975-10,8.14,0,5.96,6.135208096,2.004791904,54.9,42.9687,5.82
1975-11,8.05,0,5.48,5.634156702,2.415843298,55.3,43.0614,5.22
1975-12,8,0,5.44,5.592458068,2.407541932,55.6,43.5973,5.2
1976-01,7.74,0,4.87,4.999180186,2.740819814,55.8,44.2288,4.87
1976-02,7.79,0,4.88,5.009573652,2.780426348,55.9,44.6725,4.77
1976-03,7.73,0,5,5.134336756,2.595663244,56,44.7125,4.84
1976-04,7.56,0,4.86,4.988787251,2.571212749,56.1,44.9643,4.82
1976-05,7.9,0,5.2,5.342445703,2.557554297,56.4,45.1741,5.29
1976-06,7.86,0,5.41,5.561189703,2.298810297,56.7,45.183,5.48
